id,DOI,no,type,title,authors,journal,year,date,volume,issue,firstPage,lastPage,abstract,globalCitationsCount,localInDegree,localOutDegree,referencesCount,localIncomingCitations,localOutgoingCitations,references
W4304974804,10.1080/20964471.2021.2017582,746,article,"Innovative Analysis Ready Data (ARD) product and process requirements, software system design, algorithms and implementation at the midstream as <i>necessary-but-not-sufficient</i> precondition of the downstream in a new notion of Space Economy 4.0 - Part 2: Software developments","A. Baraldi, Luca D. Sapia, Dirk Tiede, Martin Sudmanns, Hannah Augustin, Stefan Lang",Big earth data (Taylor & Francis),2022,13/10/2022,7,3,694,811,"Aiming at the convergence between Earth observation (EO) Big Data and Artificial General Intelligence (AGI), this paper consists of two parts. In the previous Part 1, existing EO optical sensory image-derived Level 2/Analysis Ready Data (ARD) products and processes are critically compared, to overcome their lack of harmonization/ standardization/ interoperability and suitability in a new notion of Space Economy 4.0. In the present Part 2, original contributions comprise, at the Marr five levels of system understanding: (1) an innovative, but realistic EO optical sensory image-derived semantics-enriched ARD co-product pair requirements specification. First, in the pursuit of third-level semantic/ontological interoperability, a novel ARD symbolic (categorical and semantic) co-product, known as Scene Classification Map (SCM), adopts an augmented Cloud versus Not-Cloud taxonomy, whose Not-Cloud class legend complies with the standard fully-nested Land Cover Classification System's Dichotomous Phase taxonomy proposed by the United Nations Food and Agriculture Organization. Second, a novel ARD subsymbolic numerical co-product, specifically, a panchromatic or multi-spectral EO image whose dimensionless digital numbers are radiometrically calibrated into a physical unit of radiometric measure, ranging from top-of-atmosphere reflectance to surface reflectance and surface albedo values, in a five-stage radiometric correction sequence. (2) An original ARD process requirements specification. (3) An innovative ARD processing system design (architecture), where stepwi se SCM generation and stepwise SCM-conditional EO optical image radiometric correction are alternated in sequence. (4) An original modular hierarchical hybrid (combined deductive and inductive) computer vision subsystem design, provided with feedback loops, where software solutions at the Marr two shallowest levels of system understanding, specifically, algorithm and implementation, are selected from the scientific literature, to benefit from their technology readiness level as proof of feasibility, required in addition to proven suitability. To be implemented in operational mode at the space segment and/or midstream segment by both public and private EO big data providers, the proposed EO optical sensory image-derived semantics-enriched ARD product-pair and process reference standard is highlighted as linchpin for success of a new notion of Space Economy 4.0.",5,1,3,197,W4308512637,"W2940245298, W3183763741, W4308512637","W1430315933, W1480413091, W1482289351, W1498880722, W1516237339, W1516346799, W1517106070, W1542334489, W1553407966, W1558993918, W1563970480, W1564316526, W1679844760, W1802453754, W1947400014, W1966470704, W1966999546, W1967925781, W1971873862, W1977904037, W1978125380, W1979341139, W1982839909, W1983362322, W1989022844, W1995280601, W1995341919, W1995875735, W1998115058, W1998444098, W1999546558, W2001810343, W2013584972, W2015544772, W2018545844, W2025745000, W2029010783, W2035288065, W2037979274, W2040568291, W2041995828, W2042756410, W2045188244, W2046896320, W2047122864, W2047870719, W2052438516, W2052786710, W2054279472, W2058947207, W2059234575, W2063446453, W2066548055, W2068707865, W2069281202, W2072815644, W2076118331, W2076914324, W2078095166, W2087552587, W2087822558, W2090546075, W2091503252, W2095621940, W2095848001, W2098213605, W2098738957, W2100483895, W2103079830, W2103107199, W2103504761, W2109327961, W2110387210, W2111993661, W2112546971, W2116044718, W2116051282, W2118750827, W2124777595, W2126448884, W2129849327, W2129931535, W2130243567, W2130660124, W2137016812, W2138027621, W2140021290, W2141913818, W2143891888, W2145023731, W2145148573, W2147565549, W2147933509, W2149902236, W2150134853, W2151446246, W2151554678, W2151896708, W2154977876, W2158485395, W2158613911, W2163980598, W2165705987, W2166736950, W2166917517, W2167868352, W2171051173, W2302501749, W2312997001, W2314595214, W2326668151, W2482630804, W2488702241, W2518003110, W2554876820, W2573033805, W2594342313, W2604272474, W2605433586, W2620918806, W2738724892, W2745979599, W2748617602, W2765148382, W2773549323, W2775371498, W2782988845, W2788021547, W2789233071, W2793603191, W2801844694, W2808097118, W2810050256, W2885354990, W2888090573, W2890421210, W2892612969, W2902072491, W2907158154, W2908473373, W2912710844, W2921087400, W2940245298, W2945526390, W2945778316, W2948486712, W2958578544, W2969343193, W2979273157, W2993515567, W2995869204, W2998412226, W2998941947, W2999474013, W3006793224, W3006873785, W3015384695, W3023993313, W3034380799, W3036985664, W3081362120, W3095376486, W3122084549, W3143658323, W3174126466, W3183763741, W3184706608, W3185234046, W3189057580, W3202158364, W3205656812, W3217569951, W4205357216, W4211007335, W4213138420, W4214812621, W4229781645, W4229813139, W4231353764, W4231563569, W4233968675, W4234745219, W4234770304, W4235531705, W4242090566, W4243026204, W4246455455, W4247163601, W4253689767, W4255303726, W4285719527, W4308512637, W4308788044, W4388297464, W49012327, W563320444, W654350894"
W4307179379,10.1007/S11356-022-23732-Z,47,article,A bibliometric and content analysis of research trends on GIS-based landslide susceptibility from 2001 to 2020,"Junjun Huang, Xiyong Wu, Sixiang Ling, Xiaoning Li, Yuxin Wu, Lei Peng, Zishu He",Environmental science and pollution research international (Springer Science+Business Media),2022,24/10/2022,29,58,86954,86993,,17,,,197,,,"W1191527691, W1637660785, W1966716734, W1967902943, W1969567670, W1970331803, W1971988122, W1976662549, W1977069065, W1979486410, W1981510648, W1982948123, W1983631475, W1983676031, W1984912455, W1986874727, W1986934963, W1988650824, W1988988192, W1991104605, W1993175915, W1993672217, W1993753658, W1994454004, W1996126620, W2002271711, W2003518736, W2006522241, W2009093518, W2009610209, W2012118327, W2015953183, W2020062384, W2020889145, W2021765639, W2028124403, W2030593186, W2034929329, W2037402385, W2039120191, W2040990873, W2042605952, W2043522469, W2044579603, W2046358685, W2051566665, W2053532632, W2054982407, W2057039778, W2057726504, W2058082754, W2059371877, W2066329766, W2068901663, W2069663627, W2071068479, W2071968219, W2075226550, W2075513266, W2080134555, W2080996603, W2083674322, W2085991257, W2088730795, W2089314377, W2089645904, W2090837665, W2100075837, W2102531694, W2103540160, W2105189544, W2116864993, W2120392808, W2121279165, W2122447387, W2130548493, W2138603855, W2142355173, W2147373555, W2147555471, W2150220236, W2172261794, W2191761327, W2227288159, W2256356292, W228909357, W2291180369, W2296302855, W2312122167, W2316297602, W2334450529, W2343290909, W2350578059, W2483870642, W2499171049, W2534018941, W2547297941, W2579180916, W2587598231, W2592104387, W2596581545, W2597699827, W2599784308, W2606642786, W2730318444, W2734428930, W2734472795, W2749324215, W2769457059, W2770617885, W2771104803, W2775745878, W2783350994, W2785033958, W2788433893, W2789099021, W2789555074, W2791665776, W2793729791, W2793831793, W2794007240, W2802780461, W2804702973, W2806372340, W2808860853, W2886636171, W2888964430, W2889223999, W2894082056, W2899689042, W2903721734, W2909188960, W2912323688, W2917400089, W2921415961, W2922361723, W2942378806, W2944052939, W2947826550, W2951087864, W2954834120, W2955022329, W2963453445, W2964303497, W2969688345, W2980376317, W2981581709, W2981650146, W2989377680, W2991083048, W2991276084, W2993717253, W2996089053, W2999729702, W3003882269, W3004932743, W3005358466, W3012301245, W3014203931, W3016224890, W3021240791, W3026479068, W3026775273, W3030359503, W3032913569, W3033272821, W3033517142, W3037121381, W3037626580, W3037654077, W3037891846, W3041124676, W3042748273, W3046577772, W3048174439, W3056808037, W3072402390, W3085034080, W3086639018, W3093027459, W3098418967, W310439352, W3109171118, W3110250315, W3149470069, W3155902738, W3168163111, W3169977533, W3196782172, W3209208796, W4220672723, W4224509118, W4228998235, W4280525102, W4283580880, W4293770767, W590545663"
W3214625971,10.1016/J.IJINFOMGT.2021.102456,451,article,Climate change and COP26: Are digital technologies and information management part of the problem or the solution? An editorial reflection and call to action,"Yogesh K. Dwivedi, Laurie Hughes, Arpan Kumar Kar, Abdullah M. Baabdullah, P. S. Grover, Roba Abbas, Daniela Andreini, Iyad Abumoghli, Yves Barlette, Deborah Bunker, Leona Chandra Kruse, Ioanna Constantiou, Robert M. Davison, Rameshwar Dubey, Rameshwar Dubey, Babita Gupta, Wu He, Mitsuru Kodama, Matti Mäntymäki, Bhimaraya Metri, Katina Michael, Johan Olaisen, Niki Panteli, Samuli Pekkola, Rohit Nishant, Ramakrishnan Raman, Nripendra P. Rana, Frantz Rowe, Suprateek Sarker, Brenda Scholtz, Maung K. Sein, Jai Shah, Thompson S.H. Teo, Manoj Kumar Tiwari, Morten Thanning Vendelø, Michael Wade",International journal of information management (Elsevier BV),2022,01/04/2022,63,,102456,102456,"The UN COP26 2021 conference on climate change offers the chance for world leaders to take action and make urgent and meaningful commitments to reducing emissions and limit global temperatures to 1.5 °C above pre-industrial levels by 2050. Whilst the political aspects and subsequent ramifications of these fundamental and critical decisions cannot be underestimated, there exists a technical perspective where digital and IS technology has a role to play in the monitoring of potential solutions, but also an integral element of climate change solutions. We explore these aspects in this editorial article, offering a comprehensive opinion based insight to a multitude of diverse viewpoints that look at the many challenges through a technology lens. It is widely recognized that technology in all its forms, is an important and integral element of the solution, but industry and wider society also view technology as being part of the problem. Increasingly, researchers are referencing the importance of responsible digitalization to eliminate the significant levels of e-waste. The reality is that technology is an integral component of the global efforts to get to net zero, however, its adoption requires pragmatic tradeoffs as we transition from current behaviors to a more climate friendly society.",278,1,,241,W4366764201,,"W1164828301, W1423991356, W1485108229, W1492039495, W1500782294, W1506165256, W1510971620, W1511646516, W1518335884, W1542601279, W1562992755, W1565693361, W1567098509, W1572210709, W1787211267, W1916758301, W1965794595, W1967901188, W1969157228, W1971061760, W1976748235, W1978626743, W1989255596, W1990928256, W1991011839, W1995385624, W1998852440, W2005128966, W2007398388, W2007895043, W201032658, W2010365184, W2015413347, W2023102928, W2026942921, W2038330326, W2041543686, W2042022769, W2047997444, W2050185763, W2059875792, W2071061228, W2074273815, W2078909871, W2093116026, W2095822036, W2097970422, W2100967449, W2103551754, W2103685628, W2106467117, W2115982051, W2117273554, W2117851366, W2123655772, W2130463305, W2131416923, W2132809119, W2134317867, W2137653017, W2139041794, W2143834698, W2144638471, W2144768886, W2145625823, W2146706569, W2159508072, W2165117260, W2167220187, W2169239645, W2204133637, W2223358639, W2261015453, W2270553408, W2285766760, W2290546054, W2291288208, W2296198685, W2327473694, W2397558774, W2412229656, W2422544722, W2463350733, W2472714519, W2487049128, W2492085449, W2498503053, W2503761635, W2531642190, W2542207747, W2543330661, W2549987064, W2558220685, W2559939581, W2560332046, W2562970378, W2565126480, W2565277564, W2567448477, W2569422953, W2591774003, W2593171388, W2606130153, W2614559099, W2619492284, W2620163156, W2735550156, W2747135350, W2751403154, W2767651521, W2767876189, W2770560398, W2771441499, W2773989883, W2786493573, W2791540779, W2800216323, W2800798755, W2801539728, W2802621344, W2807445003, W2886600155, W2886922141, W2889339068, W2891113010, W2891235235, W2894162319, W2897142515, W2898069736, W2898952621, W2905285287, W2909993734, W2910922638, W2912275277, W2912325838, W2918111185, W2918901420, W2931579531, W2934720860, W2938863654, W2944478914, W2946885997, W2947208685, W2947252062, W2949656921, W2954794402, W2956068322, W2963809228, W2967831706, W2969625533, W2969972354, W2971365171, W2981659567, W2981899967, W2997635635, W2997967103, W3002251739, W3003490010, W3009311085, W3010446303, W3013155918, W3015392416, W3015552812, W3016701223, W3017872050, W3020807179, W3021810274, W3027058836, W3032057860, W3033183482, W3035686316, W3036373519, W3037853100, W3038552100, W3039033852, W3040436721, W3042667087, W3043905212, W3045696681, W3046527520, W3046539507, W3047993738, W3049164745, W3074575087, W3094261776, W3100010317, W3102947614, W3104614168, W3111039031, W3122015094, W3126472947, W3130739571, W3131446497, W3134386132, W3134537719, W3135877070, W3136993477, W3138038515, W3143685668, W3146234350, W3153933556, W3159148574, W3162716619, W3164576348, W3168481646, W3171378487, W3174021967, W3176345769, W3177021769, W3177613403, W3181076169, W3183149192, W3185712713, W3188562849, W3193411319, W3194737716, W3196491762, W3196559827, W3201356437, W3201508216, W3203807150, W3205380270, W3208492349, W3211439330, W3211956716, W3212155349, W3212465949, W3212987114, W3213261754, W3213835612, W3214155030, W3217332608, W4214894150, W4225552061, W4230686934, W4230953273, W4231349368, W4235903336, W4297837284, W4324275324, W631610947"
W4206617559,10.1109/MGRS.2021.3136100,859,article,"Deep Learning and Earth Observation to Support the Sustainable Development Goals: Current approaches, open challenges, and future opportunities","Claudio Persello, Jan Dirk Wegner, Ronny Hänsch, Devis Tuia, Pedram Ghamisi, Mila Koeva, Gustau Camps‐Valls",IEEE geoscience and remote sensing magazine (Institute of Electrical and Electronics Engineers),2022,01/06/2022,10,2,172,200,"The synergistic combination of deep learning (DL) models and Earth observation (EO) promises significant advances to support the Sustainable Development Goals (SDGs). New developments and a plethora of applications are already changing the way humanity will face the challenges of our planet. This article reviews current DL approaches for EO data, along with their applications toward monitoring and achieving the SDGs most impacted by the rapid development of DL in EO. We systematically review case studies to achieve zero hunger, create sustainable cities, deliver tenure security, mitigate and adapt to climate change, and preserve biodiversity. Important societal, economic, and environmental implications are covered. Exciting times are coming when algorithms and Earth data can help in our endeavor to address the climate crisis and support more sustainable development.",49,5,1,265,"W4296569554, W4280634871, W4387490223, W4386999714, W4318992430",W2915971115,"W1498436455, W1562916196, W1591706642, W1763528514, W1877513788, W1903029394, W1920235975, W1924770834, W1963809378, W1966672892, W1973981085, W197444460, W1976129996, W1984703120, W1996749420, W2001298023, W2020708554, W2037136693, W2064675550, W2070512596, W2073748771, W2077524583, W2079299474, W2084390204, W2086620533, W2090151803, W2092569818, W2099184708, W2100495367, W2108358988, W2110158442, W2118037698, W2120012334, W2120035279, W2130942839, W2140351252, W2143612262, W2143897835, W2144841545, W2145994233, W2147800946, W2155939589, W2168804568, W2170535121, W2181480346, W2208747462, W2219903032, W2220707335, W2262752710, W2307094448, W2314785379, W2323483937, W2338897872, W2339032535, W2339837150, W2404611670, W2414925235, W2462592242, W2484692031, W2488187315, W2494424066, W2500751094, W2512695020, W2513504913, W2513506629, W2527276685, W2538244214, W2549590457, W2552178553, W2553303224, W2563005026, W2563243121, W2583659076, W2588275992, W2599177439, W2600383743, W2602024454, W2603834682, W2604403460, W2609402060, W2613825824, W2618530766, W2627081599, W2725897987, W2737391801, W2739349903, W2752508182, W2754361766, W2755711016, W2756870425, W2757208835, W2757637497, W2762186317, W2765226977, W2766673287, W2767284755, W2767953525, W2769210209, W2770127339, W2773356293, W2773549323, W2776290084, W2782522152, W2783122987, W2783165089, W2783876128, W2790979755, W2792318059, W2792332881, W2792365373, W2793445582, W2793461576, W2800371750, W2804943168, W2805977989, W2806485645, W2809537360, W2810030371, W2883026662, W2884506556, W2885580664, W2888715336, W2894458221, W2894470772, W2899506370, W2899594121, W2901139022, W2901615966, W2904145953, W2904263391, W2904321320, W2909008700, W2913323966, W2915045422, W2915971115, W2918246750, W2919115771, W2921243212, W2923136550, W2931894371, W2939078500, W2940726923, W2945020140, W2945353373, W2946932207, W2947040607, W2947847183, W2949033096, W2949444583, W2950674916, W2951104886, W2951982261, W2952142982, W2954664657, W2955425717, W2955846576, W2956586819, W2959574828, W2962626127, W2962686771, W2962896556, W2963131120, W2963150697, W2963499661, W2963587968, W2963659230, W2963881378, W2963978142, W2963998131, W2964081807, W2965136591, W2965595054, W2966041446, W2968347155, W2969634177, W2974082885, W2978485176, W2980489195, W2981400283, W2981989409, W2982196210, W2986456964, W2991286101, W2991591719, W2995297230, W2995926063, W2996461448, W2996738528, W2998269827, W2999884014, W2999905171, W3000122101, W3001606623, W3002710521, W3003178186, W3003452346, W3004968130, W3004968762, W3007857479, W3008439211, W3011156941, W3012028708, W3012234327, W3014704580, W3018169007, W3021436325, W3022140654, W3023053056, W3025007558, W3025172026, W3027542479, W3030395860, W3031288689, W3034847898, W3037074658, W3037215700, W3037398812, W3042292872, W3042536135, W3080301121, W3088087146, W3088257029, W3091800860, W3093130013, W3093623420, W3093642214, W3095037614, W3096934659, W3096967754, W3098542449, W3099110573, W3100561351, W3100968477, W3101640299, W3102850314, W3104839310, W3105127913, W3109821323, W3111322109, W3112660433, W3116991906, W3118269909, W3128476715, W3130461578, W3131905754, W3134677142, W3137744231, W3144735436, W3146554236, W3153568248, W3165726526, W4206723194, W4229873746, W4231109964, W4240485910, W4243053434, W4255688789, W4287557296, W4287600708, W4288076010, W4288333906, W4300424419, W4320013936, W4385245566, W633320881"
W4321186252,10.54386/JAM.V25I1.2011,2,article,New paradigm for transforming Indian agriculture to climate-resilient and sustainable agriculture is a must,S P Wani,Journal of Agrometeorology,2023,17/02/2023,25,1,,,"Indian agriculture is the backbone of India’s food, nutrition, and income security as well as sustainable growth. Indian agriculture is unique with 20 agro-eco regions, and 80 agro-eco sub-regions growing more than 100 crops in 1000,000 villages by 145 million farm-holders. India moved from ship to mouth situation in the late 1960s to food self-sufficiency and has become Atmanirbhar and an exporter of food by producing 316.06 million tonnes in 2020-2021. However, rural India needs urgent attention as there is a great divide between the urban and rural family incomes, and the primary sector’s contribution to national GDP is hovering around 17-18% although the Indian economy is largely agrarian with 950 million rural population driving the economy. However, there is a large untapped potential in Indian agriculture to become the growth engine for the sustainable development of India as large yield gaps are existing. However, the challenges of growing water scarcity, increasing land degradation, growing population, urbanization, and most importantly impacts of climate change. Due to climate change with increasing temperatures, aridity is increasing in the country, and rainfall variability with a reduced number of rainy days and increasing intensity in different parts is a major concern. There is an urgent need to develop and adopt large-scale climate resilient management practices at a local level through empowering the small farm-holders with strengthened science of delivery using new science tools such as remote sensing (RS), global information system (GIS), internet of things (IoT), information technology (IT), artificial intelligence (AI), machine learning (ML), etc. Business as usual will not work and a new paradigm through building partnerships, enhancing collective action, market-led agro-eco region-based diversification and scaling-up through the empowerment of small farm-holders using new science tools is proposed. The government of India’s action plan with 11 national missions is in place and all stakeholders need to contribute by enabling policies and sincere implementation for building resilience against the impacts of climate change.",,,,,,,
W4386332715,10.54386/JAM.V25I3.2316,112,article,Advancements in remote sensing based crop yield modelling in India,"N. R. Patel, Shweta Pokhariyal, Ravinder Pal Singh",Journal of Agrometeorology,2023,31/08/2023,25,3,,,"Crop yield prediction at regional levels is an essential task for the decision-makers for rapid decision making. Pre-harvest prediction of a crop yield can prevent a disastrous situation and help decision-makers to apply more reliable and accurate strategies regarding food security. With the advent in digital world, various advanced techniques are employed for crop yield prediction. Remote Sensing (RS) data with its capability to provide the synoptic view of the Earth’s surface, has numerous returns in the area of crop monitoring and yield prediction. This study provides as a review for the advanced techniques for crop yield prediction in India with RS data as a base. The advanced techniques like RS based statistical yield modelling, machine learning based yield modelling, semi-physical yield modelling are described in the current study. The assessment of the studies related to integration of RS data in crop simulation model is also described in a section. All the techniques involved in the current study show significant improvements in crop yield prediction, enabling the development of new agricultural applications in India.",1,,,,,,
W4386778899,10.1016/J.IJDRR.2023.104006,610,article,Understanding disaster risk indicators at the micro-local level - A case study in Brazil,"Andreza dos Santos Louzeiro, Lutiane Queiroz de Almeida, Francisca Leiliane Sousa de Oliveira",International journal of disaster risk reduction (Elsevier BV),2023,01/10/2023,97,,104006,104006,"Disaster risk studies at the micro-local level enable a thorough analysis of vulnerable communities, integrating environmental and societal aspects to support the implementation of specific public policies. This article draws on the results of the discussions that yielded the Sendai Framework for Disaster Risk Reduction (2015–2030), especially its priority 1—understanding disaster risks. The case study area was the Vila Embratel district in the municipality of São Luís, state of Maranhão, in Northeastern Brazil. This district is one of the disaster risk priority areas in São Luís due to processes related to mass movement, according to reports from the São Luís Civil Protection Office and the Mineral Resources Research Company (2017). Hence, this paper proposes indicators for the mass movement disasters risk at the micro-local level. To this end, field activities were carried out and questionnaires were applied to the local population. The Delphi method and statistical analyses were also employed. The results showed that attributing categories, indicators, and variables in Risk analyses at the micro-local level effectively identifies whether the area is more precarious in terms of Structure or Physical-Natural elements and contributes to the creation of public policies to prevent and/or mitigate disasters.",,,,3,,,"W2333933677, W2343702138, W2978222303"
W4384700053,10.1016/J.PCE.2023.103447,356,article,Identification of urban functional zones in Macau Peninsula based on POI data and remote information sensors technology for sustainable development,"Pan Chen, Shengzhen Wu, Enlong Li, Haibo Li, Xiaodong Liu",Physics and chemistry of the earth/Physics and chemistry of the earth. Parts A/B/C (Elsevier BV),2023,01/10/2023,131,,103447,103447,"This paper presents a sustainable method for urban functional zoning based on POI (Point of Interest) data according to remote intelligent information technology, which can swiftly display a city's spatial structure and evaluate the effectiveness of urban planning and design by identifying and integrating POI data with maps. Using Macau Peninsula as an example, this paper demonstrates how to establish a geographic spatial database of POI data and assess the functional division of urban blocks in the Macau Peninsula through kernel density analysis and functional index under soft sensor information collection method. This method promotes the rational layout of block functions, enhances the quality of urban life, and fosters sustainability. The results reveal that: (1) the urban functions of the Macau Peninsula primarily comprise mixed-function blocks, with fewer single-function blocks, and these are distributed in a scattered pattern that contributes to sustainable development. (2) The spatial distribution of functions in the Macau Peninsula is uneven, with the central aggregation concentrated in the northwest region. (3) The richness and concentration of block functions decrease from the peninsula's center to its outer periphery, highlighting the need for a more sustainable approach in urban planning with the help of remote intelligent information monitoring system.",4,,,5,,,"W2202958134, W2850576248, W3012777768, W3034739418, W3082684629"
W4387490223,10.1109/LGRS.2023.3323095,863,article,AI4SmallFarms: A Dataset for Crop Field Delineation in Southeast Asian Smallholder Farms,"Claudio Persello, Jeroen Grift, Xinyan Fan, Claudia Paris, Ronny Hänsch, Mila Koeva, Andrew Nelson",IEEE geoscience and remote sensing letters (Institute of Electrical and Electronics Engineers),2023,01/01/2023,20,,1,5,"Agricultural field polygons within smallholder farming systems are essential to facilitate the collection of geo-spatial data useful for farmers, managers, and policymakers. However, the limited availability of training labels poses a challenge in developing supervised methods to accurately delineate field boundaries using Earth Observation (EO) data. This letter introduces an open data set for training and benchmarking machine learning methods to delineate agricultural field boundaries in polygon format. The large-scale data set consists of 439,001 field polygons divided into 62 tiles of approximately 5×5 km distributed across Vietnam and Cambodia, covering a range of fields and diverse landscape types. The field polygons have been meticulously digitized from satellite images, following a rigorous multi-step quality control process and topological consistency checks. Multi-temporal composites of Sentinel-2 (S2) images are provided to ensure cloud-free data. We conducted an experimental analysis testing a state-of-the-art Deep Learning (DL) workflow based on fully convolutional networks, contour closing, and polygonization. We anticipate that this large-scale data set will enable researchers to further enhance the delineation of agricultural fields in smallholder farms and to support the achievement of the Sustainable Development Goals (SDG). The data set can be downloaded from https://doi.org/10.17026/dans-xy6-ngg6.",1,,1,11,,W4206617559,"W1901129140, W2047935350, W2904263391, W2951982261, W2995297230, W3048987266, W3152821670, W4206617559, W4225728415, W4226028353, W4317207956"
W4382678346,10.1016/J.WMB.2023.06.006,600,article,"Characterization, quantification and management of municipal solid waste in Shivamogga city, Karnataka, India","Dr Kiran, S.V. Pushkara, R. Jitvan, S. Darshan",Waste management bulletin (Elsevier BV),2023,01/12/2023,1,3,18,26,"Planning and implementing an integrated, effective solid waste management system is one of the biggest challenges in large cities. In this study, all the wards under the Shivamogga City Corporation (SCC) were surveyed to collect data on the number of households, commercial establishments and bulk waste generators to determine the average waste generation rate in each ward. To determine the total waste generation in the city, average quantity of waste generated by each generator was multiplied with the estimated number of waste generators. To find the average household waste generation, waste sampled from 400 households and 100 commercial establishments was recorded. A waste characterisation study was also conducted over a period of 3 days at the transfer station. GIS techniques were used to prepare the various maps to understand the population growth, road network, ward boundaries etc. The study showed that the total quantity of waste generated in the Shivamogga city can be estimated as 210 tons per day (TPD), including 34 TPD of silt waste from drainage. Through the sampling studies conducted on field, it has been estimated that households and commercial establishments are the major waste generators in the city, with households generate about 55% of waste generated in the city and commercial establishments generate about 11% of the waste adding up to 66% of the total waste generated. This paper also provides recommendations on building adaptable solutions for the existing problems in Shivamogga.",5,,,15,,,"W2001716790, W2002336895, W2039677715, W2186091712, W2307495237, W2623466291, W2811174036, W2889742895, W2896538440, W2913503059, W2923798910, W2970889210, W3004184525, W3042455907, W4237844511"
W4353080924,10.1080/17538947.2023.2190625,772,article,Forest status assessment in China with SDG indicators based on high-resolution satellite data,"Xiaomei Zhang, Guojin He, Shaomin Yan, Tengfei Long, Xueli Peng, Zhaoming Zhang, Guizhou Wang",International journal of digital earth (Taylor & Francis),2023,21/03/2023,16,1,1008,1021,"To assess the status and change trend of forest in China, an indicator framework was developed using SDG sub-indicators. In this paper, we propose an improved methodology and a set of workflows for calculating SDG indicators. The main modification include the use of moderate and high spatial resolution satellite data, as well as state-of-the-art machine learning techniques for forest cover classification and estimation of forest above-ground biomass (AGB). This research employs GF-1 and GF-2 data with enhanced texture information to map forest cover, while time series Landsat data is used to estimate forest AGB across the whole territory of China. The study calculate two SDG sub-indicators: SDG15.1.1 for forest area and SDG15.2.1 for sustainable forest management. The evaluation results showed that the total forest area in China was approximately 219 million hectares at the end of 2021, accounting for about 23.51% of the land area. The average annual forest AGB from 2015 to 2021 was estimated to be 105.01Mg/ha, and the overall trend of forest AGB change in China was positive, albeit with some spatial differences.",2,,,18,,,"W1582345644, W1981213426, W2019679719, W2047744778, W2125758830, W2261059368, W2320556576, W2911964244, W2942992951, W2999971033, W3001728855, W3008052881, W3008622752, W3011318266, W4200035802, W4214479379, W4236957185, W4285084131"
W4388736398,10.1016/J.ISWCR.2023.11.004,601,article,Benggang segmentation via deep exchanging of digital orthophoto map and digital surface model features,"Shengyu Shen, Jiasheng Chen, Dongbing Cheng, Honghu Liu, Tong Zhang",International Soil and Water Conservation Research/International soil and water conservation research (Elsevier BV),2023,01/11/2023,,,,,"Benggang is a typical fragmented erosional landscape in southern and southeastern China, posing significant risk to the local residents and economic development. Therefore, an efficient and accurate fine-grained segmentation method is crucial for monitoring the Benggang areas. In this paper, we propose a deep learning-based automatic segmentation method for Benggang by integrating high-resolution Digital Orthophoto Map (DOM) and Digital Surface Model (DSM) data. The DSM data is used to extract slope maps, aiming to capture primary morphological features. The proposed method consists of a dual-stream convolutional encoder-decoder network in which multiple cascaded convolutional layers and a skip connection scheme are used to extract morphological and visual features of the Benggang areas. The rich discriminative information in the DOM and slope data is fused by a channel exchanging mechanism that dynamically exchanges the most discriminative features from either the DOM or DSM stream according to their importance at the channel level. Evaluation experiments were conducted on a challenging dataset collected from Guangdong Province, China, and the results show that the proposed channel exchanging network based deep fusion method achieves 84.62% IoU in Benggang segmentation, outperforming several existing unimodal or multimodal baselines. The proposed multimodal segmentation method greatly improves the efficiency of large-scale discovery of Benggang, and thus is important for the management and restoration of Benggang in southern and southeastern China, as well as the monitoring of other similar erosional landscapes.",,,,19,,,"W1969607674, W2015726067, W2105818939, W2630837129, W2787614951, W2903229089, W2951529591, W2967019526, W2970904865, W3021297918, W3094502228, W3191921323, W3195088333, W3210455980, W3211490618, W4205425966, W4220673566, W4245551996, W4385245566"
